Chr	gene_name	start	end	exon_list
10	FAM188A	15778991	15860298	[15778991-15779140, 15782154-15782225, 15786560-15786647, 15789246-15789318, 15796099-15796171, 15816834-15816914, 15821655-15821725, 15833629-15833708, 15834542-15834615, 15837203-15837317, 15838227-15838278, 15841425-15841598, 15843211-15843271, 15847863-15847942, 15860205-15860298]
10	PTER	16484384	16511255	[16484384-16484815, 16486351-16486616, 16505019-16505159, 16511045-16511255]
10	RSU1	16593393	16817080	[16593393-16593495, 16695022-16695154, 16752538-16752652, 16752917-16752999, 16754870-16754988, 16764389-16764509, 16782033-16782083, 16816972-16817080]
10	CUBN	16824974	17129764	[16824974-16825081, 16828804-16829039, 16831251-16831416, 16835013-16835194, 16836234-16836381, 16840329-16840534, 16840884-16841046, 16851234-16851442, 16869635-16869852, 16874373-16874502, 16876896-16877096, 16888416-16888565, 16890370-16890526, 16898995-16899182, 16900624-16900849, 16901337-16901458, 16903965-16904114, 16906202-16906408, 16907507-16907678, 16913810-16913991, 16915031-16915171, 16915820-16916029, 16918621-16918799, 16919962-16920136, 16925240-16925423, 16925583-16925773, 16928156-16928302, 16933086-16933283, 16937591-16937783, 16938962-16939146, 16940031-16940236, 16947234-16947366, 16948477-16948605, 16950000-16950110, 16952275-16952388, 16954388-16954547, 16982483-16982652, 16984104-16984278, 16990333-16990514, 17019832-17019982, 17041032-17041219, 17043826-17043982, 17045006-17045187, 17045933-17046093, 17047413-17047602, 17065507-17065637, 17068063-17068279, 17068604-17068769, 17071425-17071603, 17071826-17071970, 17084270-17084460, 17085596-17085758, 17088163-17088344, 17100004-17100238, 17103124-17103236, 17104418-17104604, 17105456-17105574, 17109639-17109734, 17110918-17111049, 17114026-17114188, 17115470-17115596, 17122794-17122897, 17123587-17123688, 17126760-17126798, 17127828-17127923, 17129120-17129249, 17129643-17129764]
10	TRDMT1	17149039	17201633	[17149039-17149139, 17153506-17153635, 17154676-17154733, 17157440-17157783, 17159145-17159228, 17160304-17160373, 17161482-17161547, 17162165-17162236, 17168840-17168916, 17174550-17174659, 17201570-17201633]
10	TRDMT1	17191038	17243632	[17191038-17191138, 17195505-17195634, 17196675-17196732, 17199439-17199782, 17201144-17201227, 17202303-17202372, 17210839-17210915, 17216549-17216658, 17243569-17243632]
10	TRDMT1	17191038	17243632	[17191038-17191138, 17195505-17195634, 17196675-17196732, 17199439-17199782, 17201144-17201227, 17202303-17202372, 17203481-17203546, 17210839-17210915, 17216549-17216658, 17243569-17243632]
10	TRDMT1	-	-	-
10	TRDMT1	-	-	-
10	TRDMT1	17244224	17283638	[17244224-17244241, 17256555-17256664, 17283575-17283638]
10	VIM	17229422	17237270	[17229422-17229984, 17230649-17230709, 17233586-17233681, 17233769-17233930, 17234692-17234817, 17235168-17235388, 17235845-17235888, 17236293-17236378, 17237229-17237270]
10	HACD1	17590363	17617338	[17590363-17590445, 17594204-17594382, 17599289-17599410, 17603559-17603647, 17603725-17603743, 17603929-17604046, 17617082-17617338]
10	STAM	17644339	17714779	[17644339-17644378, 17660463-17660547, 17684674-17684749, 17684831-17684926, 17688026-17688172, 17693221-17693311, 17695048-17695240, 17696774-17696868, 17700190-17700278, 17704430-17704517, 17704969-17705023, 17705587-17705740, 17708775-17708950, 17714542-17714779]
10	MRC1	17809465	17910464	[17809465-17809525, 17823073-17823474, 17827541-17827714, 17833674-17833838, 17840692-17840805, 17845288-17845434, 17849578-17849763, 17852966-17853123, 17856241-17856351, 17861386-17861501, 17863533-17863681, 17866561-17866760, 17870245-17870372, 17870847-17870934, 17871981-17872125, 17873783-17873824, 17875089-17875252, 17877899-17877966, 17879720-17879820, 17880524-17880669, 17881066-17881180, 17885268-17885434, 17894209-17894311, 17898033-17898265, 17900787-17900952, 17901972-17902121, 17906885-17906998, 17907533-17907697, 17909305-17909346, 17910214-17910464]
10	SLC39A12	17953276	18042832	[17953276-17953536, 17961580-17961861, 17965482-17965689, 17977901-17978073, 17981311-17981482, 17987478-17987650, 17991150-17991302, 17995655-17995721, 18000666-18000824, 18003170-18003357, 18042704-18042832]
10	CACNB2	18140736	18539723	[18140736-18140855, 18150882-18150974, 18401923-18402042, 18498354-18498476, 18500811-18500947, 18506470-18506546, 18514235-18514368, 18518335-18518415, 18518909-18518967, 18527587-18527696, 18534075-18534226, 18536100-18536195, 18538179-18538364, 18539229-18539723]
10	CACNB2	18140736	18539723	[18140736-18140855, 18150882-18150974, 18401923-18402042, 18498354-18498476, 18500811-18500947, 18506470-18506546, 18514979-18515040, 18518335-18518415, 18518909-18518967, 18527587-18527696, 18534075-18534226, 18536100-18536195, 18538179-18538364, 18539229-18539723]
10	CACNB2	18141179	18539723	[18141179-18141214, 18150882-18150974, 18401923-18402042, 18498354-18498476, 18500811-18500947, 18506470-18506546, 18514235-18514368, 18518335-18518415, 18518909-18518967, 18527587-18527696, 18534075-18534226, 18536100-18536195, 18538179-18538364, 18539229-18539723]
10	CACNB2	18261269	18539723	[18261269-18261316, 18401923-18402042, 18498354-18498476, 18500811-18500947, 18506470-18506546, 18514235-18514368, 18518335-18518415, 18518909-18518967, 18527587-18527696, 18534075-18534226, 18536100-18536195, 18538179-18538364, 18539229-18539723]
10	CACNB2	18401031	18539723	[18401031-18401099, 18401923-18402042, 18498354-18498476, 18500811-18500947, 18506470-18506546, 18514235-18514368, 18518335-18518415, 18518909-18518967, 18527587-18527696, 18534075-18534226, 18536100-18536195, 18538179-18538364, 18539229-18539723]
10	NSUN6	18545932	18651202	[18545932-18546144, 18548111-18548236, 18551822-18551970, 18585948-18586092, 18596207-18596326, 18609844-18609925, 18614459-18614612, 18616183-18616292, 18642475-18642554, 18648489-18648644, 18651128-18651202]
10	ARL5B	18659637	18675215	[18659637-18659682, 18666574-18666634, 18668529-18668676, 18672621-18672704, 18673983-18674134, 18675167-18675215]
10	PLXDC2	19817079	20279818	[19817079-19817190, 20001774-20001985, 20046868-20047014, 20068169-20068238, 20143294-20143416, 20147783-20147901, 20164467-20164566, 20176998-20177093, 20177327-20177408, 20211668-20211728, 20217425-20217575, 20219063-20219101, 20245344-20245504, 20279702-20279818]
10	NEBL	20785746	21173832	[20785746-20785922, 20787201-20787307, 20812768-20812939, 20961671-20961778, 21020116-21020200, 21172382-21172476, 21173764-21173832]
10	NEBL	20785746	20897204	[20785746-20785922, 20787201-20787307, 20808509-20808658, 20809805-20809897, 20812768-20812939, 20813938-20814042, 20815624-20815716, 20817599-20817691, 20819423-20819515, 20823207-20823299, 20826446-20826538, 20828529-20828633, 20831195-20831305, 20831472-20831582, 20835512-20835622, 20840738-20840848, 20845257-20845367, 20850394-20850501, 20852544-20852648, 20858239-20858343, 20859712-20859825, 20868663-20868764, 20869739-20869840, 20880793-20880903, 20888096-20888206, 20889844-20889948, 20896957-20897028, 20897124-20897204]
10	MLLT10	21534644	21740233	[21534644-21534803, 21538832-21538911, 21586293-21586347, 21595330-21595439, 21612347-21612450, 21614830-21614923, 21617111-21617206, 21651672-21651767, 21670448-21670703, 21673349-21673918, 21681331-21681375, 21682224-21682256, 21688490-21688537, 21713771-21713949, 21726243-21726354, 21727855-21727927, 21730899-21731053, 21732898-21733086, 21733503-21733591, 21733767-21734128, 21735138-21735234, 21740153-21740233]
10	DNAJC1	21756686	22003433	[21756686-21756754, 21759169-21759617, 21766260-21766308, 21805979-21806098, 21882281-21882438, 21904521-21904611, 21918778-21918871, 21919831-21919928, 21920797-21920962, 21928505-21928551, 21929039-21929140, 22003212-22003433]
10	COMMD3	22316417	22319997	[22316417-22316555, 22317883-22317994, 22318104-22318167, 22318271-22318305, 22318652-22318712, 22318805-22318861, 22318958-22319017, 22319938-22319997]
10	BMI1	22326449	22329541	[22326449-22326560, 22326889-22326985, 22327594-22327649, 22327741-22327791, 22327949-22328057, 22328133-22328178, 22328599-22328697, 22329047-22329127, 22329212-22329541]
10	SPAG6	22345611	22416687	[22345611-22345635, 22345722-22345817, 22364852-22365018, 22368494-22368677, 22386753-22386958, 22387822-22387995, 22389159-22389311, 22391728-22391919, 22401160-22401276, 22411030-22411175, 22416618-22416687]
10	SPAG6	22345611	22416680	[22345611-22345635, 22345722-22345817, 22364852-22365018, 22368494-22368677, 22386753-22386958, 22387822-22387995, 22389159-22389311, 22391728-22391919, 22401160-22401276, 22416618-22416680]
10	PIP4K2A	22537200	22714325	[22537200-22537280, 22539970-22540073, 22541803-22542046, 22550658-22550771, 22567850-22567888, 22573310-22573456, 22591628-22591780, 22607926-22608022, 22609619-22609716, 22714182-22714325]
10	ARMC3	22931996	23037478	[22931996-22932043, 22946143-22946260, 22955806-22955931, 22959069-22959137, 22959398-22959573, 22961883-22962077, 22968305-22968488, 22981339-22981491, 22981594-22981699, 22998147-22998396, 23001918-23002054, 23003245-23003413, 23006883-23006980, 23008275-23008373, 23008814-23008930, 23030595-23030795, 23032860-23033022, 23037269-23037478]
10	PTF1A	23192530	23193905	[23192530-23193313, 23193703-23193905]
10	ARHGAP21	24584411	24721898	[24584411-24586105, 24589270-24589301, 24591224-24591329, 24591641-24591682, 24591886-24592011, 24594949-24595038, 24595116-24595189, 24595716-24595794, 24595887-24596042, 24596739-24596881, 24597446-24597582, 24597944-24598008, 24600645-24600929, 24601977-24602102, 24604311-24604347, 24607498-24607600, 24607744-24607902, 24619472-24621368, 24622732-24622761, 24629995-24630049, 24633401-24633479, 24635010-24635102, 24666984-24667008, 24670217-24670396, 24721836-24721898]
10	PRTFDC1	24849843	24952574	[24849843-24849890, 24851387-24851463, 24855317-24855363, 24856912-24856994, 24858391-24858408, 24871997-24872062, 24937183-24937366, 24942329-24942435, 24952527-24952574]
10	ENKUR	24984369	25015935	[24984369-24984375, 24984735-24984904, 24990462-24990608, 24995645-24995868, 24999400-24999545, 25015859-25015935]
10	THNSL1	25023223	25025454	[25023223-25025454]
10	MYO3A	25952110	26211962	[25952110-25952277, 25954873-25955007, 25996489-25996593, 25997158-25997257, 26016819-26016895, 26021502-26021647, 26024021-26024086, 26026376-26026531, 26066974-26067073, 26068767-26068883, 26070110-26070214, 26070317-26070400, 26088202-26088404, 26096380-26096478, 26096567-26096681, 26120675-26120801, 26125397-26125607, 26128390-26128537, 26143447-26143600, 26145445-26145533, 26147429-26147558, 26153849-26153928, 26154745-26154822, 26157309-26157514, 26166066-26166177, 26168711-26168873, 26170415-26170538, 26173662-26174556, 26176700-26176844, 26193204-26193310, 26201264-26201304, 26202963-26203106, 26211842-26211962]
10	GAD2	26216809	26300960	[26216809-26216884, 26217609-26217668, 26217841-26217990, 26219042-26219275, 26223886-26223976, 26224538-26224650, 26229661-26229776, 26245920-26245999, 26269118-26269172, 26270639-26270755, 26273635-26273699, 26281008-26281086, 26286344-26286493, 26292464-26292571, 26292901-26292990, 26300787-26300960]
10	ABI1	26748569	26860862	[26748569-26748744, 26751597-26751782, 26755654-26755740, 26759061-26759237, 26763879-26763959, 26765217-26765317, 26768851-26768991, 26770244-26770344, 26771074-26771088, 26777064-26777240, 26823137-26823304, 26860746-26860862]
10	YME1L1	27111976	27154209	[27111976-27112119, 27114520-27114606, 27116059-27116132, 27116218-27116344, 27117575-27117726, 27119293-27119448, 27120434-27120546, 27121385-27121447, 27122840-27122972, 27123546-27123698, 27126695-27126785, 27131858-27131940, 27134038-27134121, 27134830-27134980, 27136275-27136384, 27142386-27142484, 27145427-27145589, 27148905-27149039, 27154177-27154209]
10	YME1L1	27111976	27154209	[27111976-27112119, 27114520-27114606, 27116059-27116132, 27116218-27116344, 27117575-27117726, 27119293-27119448, 27120434-27120546, 27121385-27121447, 27122840-27122972, 27123546-27123698, 27126695-27126785, 27131858-27131940, 27134038-27134121, 27134830-27134980, 27136275-27136384, 27142386-27142484, 27145427-27145589, 27147497-27147667, 27148905-27149039, 27154177-27154209]
10	MASTL	27155426	27186535	[27155426-27155611, 27158548-27158685, 27159618-27159757, 27161093-27161181, 27165063-27165169, 27165388-27165538, 27167101-27167273, 27169943-27171082, 27173120-27173258, 27180952-27181065, 27181479-27181580, 27186378-27186535]
10	ACBD5	27197429	27240393	[27197429-27197441, 27204439-27204548, 27205197-27205247, 27208245-27208444, 27210813-27211080, 27215534-27215640, 27217979-27218182, 27219722-27219856, 27223337-27223451, 27231747-27231819, 27235091-27235211, 27240318-27240393]
10	RAB18	27504369	27538050	[27504369-27504436, 27509874-27509929, 27526827-27526888, 27532506-27532578, 27533734-27533852, 27533927-27533993, 27537875-27538050]
10	MKX	27675228	27743414	[27675228-27675414, 27675520-27675553, 27734455-27734790, 27735220-27735373, 27741344-27741503, 27743227-27743414]
10	ARMC4	27812511	27995141	[27812511-27812624, 27860624-27860845, 27862433-27862621, 27907662-27907776, 27935009-27935251, 27936725-27936879, 27939896-27940006, 27940562-27940804, 27944221-27944430, 27944815-27944961, 27961567-27961714, 27968922-27969017, 27971107-27971312, 27981465-27981581, 27983842-27983978, 27984183-27984289, 27985018-27985210, 27987385-27987542, 27994918-27995141]
10	MPP7	28054064	28238603	[28054064-28054243, 28056479-28056622, 28058494-28058602, 28059649-28059742, 28069771-28069851, 28089670-28089840, 28119650-28119714, 28120193-28120389, 28120593-28120667, 28124030-28124115, 28125009-28125090, 28131559-28131690, 28147482-28147562, 28149981-28150058, 28202152-28202270, 28238567-28238603]
10	WAC	28533579	28619605	[28533579-28533619, 28533997-28534033, 28535561-28535756, 28583398-28583504, 28589735-28589850, 28590719-28590831, 28595732-28596040, 28608185-28608430, 28610698-28610820, 28611773-28611921, 28614566-28614684, 28616172-28616361, 28617656-28617783, 28619536-28619605]
10	WAC	28533579	28619605	[28533579-28533619, 28533997-28534033, 28535561-28535756, 28583398-28583504, 28589735-28589850, 28590719-28590831, 28608185-28608430, 28610698-28610820, 28611773-28611921, 28614566-28614684, 28616172-28616361, 28617656-28617783, 28619536-28619605]
10	WAC	28535618	28619605	[28535618-28535756, 28583398-28583504, 28589735-28589850, 28590719-28590831, 28595732-28596040, 28608185-28608430, 28610698-28610820, 28611773-28611921, 28614566-28614684, 28616172-28616361, 28617656-28617783, 28619536-28619605]
10	BAMBI	28677897	28682400	[28677897-28677972, 28681257-28681544, 28681982-28682400]
10	SVIL	29458246	29555057	[29458246-29458332, 29458433-29458588, 29462276-29462400, 29463491-29463634, 29465594-29465749, 29467741-29467874, 29470275-29470482, 29471137-29471242, 29473837-29473988, 29480536-29480812, 29481583-29481727, 29484655-29484830, 29486084-29486229, 29486409-29486556, 29487162-29487298, 29488600-29488755, 29490846-29491018, 29493213-29493390, 29494913-29494999, 29495091-29495180, 29499115-29499262, 29512734-29512860, 29522409-29522634, 29523450-29524026, 29524471-29524714, 29529704-29529843, 29530606-29530667, 29531253-29531287, 29550596-29551262, 29554782-29554933, 29555050-29555057]
10	SVIL	29458246	29555057	[29458246-29458332, 29458433-29458588, 29462276-29462400, 29463491-29463634, 29465594-29465749, 29467741-29467874, 29470275-29470482, 29471137-29471242, 29473837-29473988, 29480536-29480812, 29481583-29481727, 29484655-29484830, 29486084-29486229, 29486409-29486556, 29487162-29487298, 29488600-29488755, 29490846-29491018, 29493213-29493390, 29494913-29494999, 29495091-29495180, 29499115-29499262, 29512734-29512860, 29522409-29522634, 29523450-29524026, 29524471-29524714, 29526960-29527055, 29529704-29529843, 29530606-29530667, 29531253-29531287, 29532001-29532171, 29532528-29533457, 29535988-29536068, 29550596-29551262, 29554782-29554933, 29555050-29555057]
