Chr	gene_name	start	end	exon_list
11	IRF7	603995	605363	[603995-604036, 604475-604533, 604796-605006, 605096-605258, 605344-605363]
11	CDHR5	617350	624901	[617350-617769, 617953-618110, 618598-619179, 619305-619389, 619473-619586, 619680-619880, 620066-620163, 620295-620385, 621079-621249, 621344-621454, 621561-621662, 621811-621903, 624212-624262, 624556-624731, 624817-624901]
11	CDHR5	617350	624901	[617350-617769, 617953-618110, 619305-619389, 619473-619586, 619680-619880, 620066-620163, 620295-620385, 621079-621249, 621344-621454, 621561-621662, 621811-621903, 624212-624262, 624556-624731, 624817-624901]
11	SCT	626430	627142	[626430-626529, 626696-626788, 626887-626988, 627072-627142]
11	DRD4	637304	640602	[637304-637588, 639432-639544, 639647-640305, 640400-640602]
11	TMEM80	695752	703149	[695752-695821, 698868-698887, 700141-700234, 700614-700706, 702944-703149]
11	TALDO1	747481	764844	[747481-747577, 755878-756001, 758949-759056, 760121-760252, 763343-763518, 763746-763943, 764287-764432, 764812-764844]
11	PDDC1	770896	777461	[770896-770902, 770992-771103, 771332-771425, 772426-772520, 773521-773628, 774007-774112, 775065-775141, 777398-777461]
11	CEND1	788126	788575	[788126-788575]
11	SLC25A22	791914	795005	[791914-792067, 792141-792216, 792303-792457, 792552-792726, 792869-792987, 793528-793618, 794457-794512, 794775-794900, 794986-795005]
11	PIDD1	799306	804387	[799306-799564, 799814-800013, 800130-800243, 800332-800450, 800542-800665, 800761-800911, 800984-801119, 801217-801364, 801444-801623, 801964-802089, 802194-802395, 802542-802596, 802681-802890, 803173-803586, 804093-804387]
11	RPLP2	810234	812835	[810234-810356, 811596-811644, 812534-812632, 812759-812835]
11	PNPLA2	819718	824861	[819718-819904, 821627-821859, 821957-822022, 822396-822605, 823526-823586, 823693-823854, 823997-824129, 824313-824435, 824522-824861]
11	CD151	836069	838191	[836069-836152, 836250-836441, 836768-836842, 837249-837353, 837459-837617, 837941-838027, 838132-838191]
11	POLR2L	840371	842507	[840371-840479, 842413-842507]
11	TSPAN4	850304	866629	[850304-850366, 862549-862740, 864436-864510, 865512-865613, 865693-865824, 865917-866000, 866561-866629]
11	CHID1	869857	904815	[869857-869955, 870120-870162, 870418-870498, 883147-883302, 884067-884168, 893426-893518, 899339-899400, 900003-900109, 900935-900979, 902197-902329, 902961-903110, 904705-904815]
11	TOLLIP	1277038	1309497	[1277038-1277252, 1286001-1286091, 1288623-1288775, 1290226-1290408, 1295644-1295793, 1309465-1309497]
11	DUSP8	1556517	1565825	[1556517-1557573, 1557793-1557916, 1558111-1558270, 1558888-1559054, 1563850-1563988, 1565595-1565825]
11	CTSD	1753502	1763858	[1753502-1753669, 1753802-1753900, 1753993-1754137, 1754905-1755027, 1757323-1757555, 1758968-1759086, 1759515-1759638, 1761308-1761467, 1763791-1763858]
11	SYT8	1834571	1837430	[1834571-1834600, 1835093-1835198, 1835295-1835458, 1835885-1835983, 1836125-1836283, 1836424-1836591, 1836755-1836860, 1836956-1837089, 1837191-1837430]
11	TNNT3	1922874	1938491	[1922874-1922890, 1923047-1923060, 1923554-1923571, 1925098-1925115, 1926694-1926708, 1929119-1929142, 1929809-1929827, 1932468-1932513, 1933720-1933836, 1933930-1934007, 1934331-1934444, 1934545-1934654, 1934828-1934918, 1936962-1937002, 1938437-1938491]
11	IGF2	2132986	2135522	[2132986-2133222, 2133516-2133664, 2135366-2135522]
11	INS	2159851	2160970	[2159851-2159996, 2160784-2160970]
11	TH	2164232	2171785	[2164232-2164391, 2165231-2165364, 2165667-2165762, 2166001-2166057, 2166479-2166548, 2166632-2166767, 2166886-2167031, 2167434-2167484, 2167865-2167932, 2168090-2168178, 2168490-2168664, 2169649-2169870, 2171696-2171785]
11	TH	2164232	2171785	[2164232-2164391, 2165231-2165364, 2165667-2165762, 2166001-2166057, 2166479-2166548, 2166632-2166767, 2166886-2167031, 2167434-2167484, 2167865-2167932, 2168090-2168178, 2168490-2168664, 2169649-2169870, 2170689-2170769, 2171684-2171785]
11	ASCL2	2269750	2270331	[2269750-2270331]
11	TSPAN32	2302149	2317923	[2302149-2302214, 2302843-2302957, 2304106-2304203, 2308735-2308809, 2313653-2313754, 2314484-2314570, 2316228-2316311, 2316575-2316666, 2317343-2317524, 2317862-2317923]
11	CD81	2377549	2396865	[2377549-2377614, 2390411-2390525, 2394094-2394191, 2394971-2395045, 2395415-2395519, 2395868-2395969, 2396627-2396713, 2396803-2396865]
11	TSSC4	2402633	2403622	[2402633-2403622]
11	KCNQ1	2445098	2848002	[2445098-2445483, 2527927-2528017, 2570627-2570753, 2571324-2571402, 2572012-2572108, 2572845-2572985, 2583434-2583544, 2585211-2585306, 2587569-2587691, 2588712-2588853, 2661960-2662080, 2768843-2768918, 2775959-2776053, 2776985-2777031, 2777975-2778036, 2847766-2848002]
11	KCNQ1DN	2848502	2849688	[2848502-2848669, 2849650-2849688]
11	CDKN1C	2884003	2885488	[2884003-2884133, 2884669-2885488]
11	SLC22A18AS	2888179	2899700	[2888179-2888634, 2899395-2899700]
11	SLC22A18	2903345	2925196	[2903345-2903488, 2908232-2908329, 2909195-2909355, 2909577-2909709, 2916621-2916739, 2917987-2918094, 2919306-2919406, 2922101-2922202, 2922435-2922555, 2925009-2925196]
11	PHLDA2	2928905	2929363	[2928905-2929363]
11	CARS	3001113	3057366	[3001113-3001247, 3001969-3002052, 3002540-3002599, 3005365-3005432, 3006878-3006958, 3012194-3012275, 3015780-3015848, 3017105-3017294, 3017856-3017953, 3018407-3018510, 3018619-3018748, 3019138-3019266, 3020219-3020331, 3026675-3026796, 3028995-3029083, 3029302-3029442, 3038049-3038198, 3039193-3039291, 3039834-3039930, 3040895-3040983, 3042164-3042255, 3057342-3057366]
11	ART5	3638737	3641861	[3638737-3638792, 3639002-3639034, 3639641-3640370, 3641805-3641861]
11	ART1	3659213	3664188	[3659213-3659275, 3659582-3660362, 3661371-3661412, 3664091-3664188]
11	CHRNA10	3666106	3671311	[3666106-3666563, 3667231-3667763, 3669195-3669349, 3669795-3669940, 3671251-3671311]
11	NUP98	3676158	3782116	[3676158-3676375, 3676508-3676619, 3679553-3679707, 3683199-3683440, 3685972-3686193, 3691346-3691488, 3693231-3693374, 3695448-3695605, 3699081-3699347, 3700609-3700838, 3702462-3702891, 3705199-3705355, 3706444-3706626, 3712563-3712727, 3713817-3713994, 3719411-3719549, 3720711-3720824, 3723156-3723454, 3725102-3725218, 3731390-3731577, 3735190-3735323, 3744508-3744648, 3753315-3753407, 3760538-3760625, 3762901-3763038, 3768580-3768743, 3771747-3771927, 3773631-3773738, 3775881-3776020, 3778872-3779048, 3779155-3779256, 3782041-3782116]
11	PGAP2	3811259	3825457	[3811259-3811423, 3817352-3817534, 3823882-3824134, 3824269-3824375, 3825019-3825127, 3825327-3825457]
11	RHOG	3827562	3828137	[3827562-3828137]
11	STIM1	3856270	4091797	[3856270-3856408, 3967551-3967681, 4023872-4023986, 4055525-4055636, 4059280-4059395, 4070025-4070202, 4074501-4074678, 4082183-4082350, 4082881-4082981, 4083262-4083497, 4086476-4086542, 4091281-4091797]
11	RRM1	4095012	4138382	[4095012-4095030, 4101992-4102080, 4106045-4106222, 4107434-4107534, 4109643-4109702, 4111600-4111639, 4111899-4112061, 4118319-4118460, 4119844-4119927, 4121603-4121764, 4122140-4122219, 4123182-4123383, 4126683-4126832, 4127034-4127255, 4129073-4129149, 4132285-4132420, 4133562-4133657, 4135081-4135269, 4138194-4138382]
11	OR51E2	4681748	4682710	[4681748-4682710]
11	MMP26	4988211	4992241	[4988211-4988309, 4989647-4989867, 4990597-4990745, 4991370-4991495, 4991963-4992124, 4992213-4992241]
11	HBB	5225597	5227020	[5225597-5225725, 5226576-5226798, 5226929-5227020]
11	HBG1	5248358	5249803	[5248358-5248486, 5249367-5249589, 5249712-5249803]
11	HBG2	5253276	5254727	[5253276-5253404, 5254291-5254513, 5254636-5254727]
11	HBE1	5268468	5269889	[5268468-5268596, 5269453-5269675, 5269798-5269889]
11	OR51B4	5301013	5301945	[5301013-5301945]
11	UBQLN3	5507590	5509557	[5507590-5509557]
11	C11orf42	6205615	6211041	[6205615-6205686, 6209849-6210647, 6210911-6211041]
11	FAM160A2	6211505	6224515	[6211505-6211866, 6214410-6214572, 6214732-6214910, 6217370-6218149, 6218557-6218762, 6218970-6219049, 6222441-6222608, 6222810-6222896, 6223079-6223237, 6223609-6224247, 6224378-6224515]
11	CCKBR	6259928	6271542	[6259928-6260078, 6269668-6269919, 6270087-6270336, 6270645-6270802, 6271010-6271542]
11	PRKCDBP	6319162	6320475	[6319162-6319563, 6320092-6320475]
11	HPX	6431210	6440962	[6431210-6431469, 6431640-6431802, 6431886-6432016, 6437045-6437176, 6437439-6437651, 6438355-6438508, 6440164-6440285, 6440466-6440537, 6440671-6440729, 6440880-6440962]
11	TRIM3	6449027	6465694	[6449027-6449179, 6449305-6449445, 6450550-6450620, 6450891-6451059, 6451270-6451437, 6456071-6456174, 6456296-6457028, 6457295-6457475, 6457695-6457846, 6458064-6458295, 6465564-6465694]
11	ARFIP2	6477112	6480420	[6477112-6477267, 6477717-6477891, 6478040-6478197, 6478737-6478958, 6479139-6479257, 6479971-6480067, 6480322-6480420]
11	TIMM10B	6481516	6482220	[6481516-6481554, 6481756-6481851, 6482044-6482220]
11	DNHD1	6498215	6520110	[6498215-6498960, 6502752-6502925, 6508879-6509082, 6509161-6509271, 6511272-6511428, 6519599-6519853, 6519964-6520110]
11	ILK	6604271	6610610	[6604271-6604359, 6608045-6608210, 6608393-6608488, 6608693-6608789, 6608883-6608966, 6609070-6609155, 6609298-6609407, 6609511-6609638, 6609723-6609844, 6609935-6610034, 6610147-6610277, 6610461-6610610]
11	TAF10	6610921	6612188	[6610921-6611010, 6611188-6611302, 6611387-6611451, 6611663-6611817, 6611957-6612188]
11	TPP1	6614545	6619399	[6614545-6614685, 6614865-6614990, 6615170-6615328, 6615441-6615561, 6616004-6616073, 6616314-6616502, 6616660-6616858, 6616974-6617152, 6617300-6617427, 6617625-6617775, 6618775-6618914, 6619195-6619266, 6619383-6619399]
11	DCHS1	6621778	6641612	[6621778-6624389, 6624729-6624867, 6625197-6625480, 6625596-6625726, 6625919-6626073, 6626168-6626379, 6626551-6626664, 6626788-6627666, 6628620-6628829, 6629451-6629576, 6629671-6629910, 6629998-6630862, 6631052-6631209, 6631310-6631406, 6631615-6631808, 6632030-6633055, 6633411-6633647, 6633788-6634019, 6634117-6634305, 6639816-6641612]
11	OR6A2	6794724	6795707	[6794724-6795707]
11	OR10A5	6845682	6846635	[6845682-6846635]
11	OR10A4	6876647	6877594	[6876647-6877594]
11	ZNF215	6932272	6956530	[6932272-6932671, 6941570-6941652, 6943082-6943214, 6943545-6943640, 6955689-6956530]
11	NLRP14	7038586	7071307	[7038586-7038874, 7039713-7039784, 7042387-7043983, 7046667-7046831, 7049670-7049837, 7057676-7057846, 7058279-7058449, 7059893-7060063, 7062332-7062502, 7070285-7070455, 7071172-7071307]
11	RBMXL2	7089120	7090298	[7089120-7090298]
11	SYT9	7252186	7466799	[7252186-7252330, 7303038-7303389, 7313394-7313940, 7416041-7416161, 7417956-7418127, 7420505-7420634, 7466791-7466799]
11	OLFML1	7485875	7510187	[7485875-7486003, 7488126-7488414, 7509397-7510187]
11	CYB5R2	7665373	7672824	[7665373-7665545, 7666450-7666549, 7667727-7667812, 7668477-7668560, 7669204-7669333, 7669624-7669730, 7672450-7672522, 7672747-7672824]
11	CYB5R2	-	-	-
11	OR5P2	7795973	7796941	[7795973-7796941]
11	OR5P3	7825036	7825971	[7825036-7825971]
11	NLRP10	7959643	7963494	[7959643-7961321, 7963206-7963494]
11	EIF3F	7987352	7996021	[7987352-7987715, 7991780-7991850, 7992083-7992162, 7992886-7993023, 7994425-7994516, 7994981-7995117, 7995253-7995366, 7995944-7996021]
11	TUB	8038873	8101618	[8038873-8039027, 8039644-8039691, 8089609-8089660, 8090068-8090230, 8094045-8094188, 8095497-8095664, 8096684-8096805, 8097227-8097424, 8097713-8097825, 8098757-8098874, 8100502-8100600, 8100825-8100996, 8101485-8101618]
11	TUB	8081510	8101618	[8081510-8081547, 8089609-8089660, 8090068-8090230, 8094045-8094188, 8095497-8095664, 8096684-8096805, 8097227-8097424, 8097713-8097825, 8098757-8098874, 8100502-8100600, 8100825-8100996, 8101485-8101618]
11	RIC3	8110697	8168988	[8110697-8111136, 8126658-8126803, 8137377-8137470, 8138271-8138346, 8139966-8140192, 8168865-8168988]
11	STK33	8392509	8474904	[8392509-8392709, 8413494-8413691, 8435493-8435578, 8436026-8436138, 8440677-8440752, 8452821-8452905, 8454743-8454831, 8457340-8457478, 8461804-8461908, 8464708-8464821, 8473162-8473275, 8474680-8474904]
11	RPL27A	8682813	8685805	[8682813-8682815, 8683201-8683264, 8684005-8684080, 8684717-8684891, 8685677-8685805]
11	ST5	8694095	8750699	[8694095-8694129, 8695462-8695548, 8696426-8696665, 8697524-8697635, 8698932-8698973, 8699212-8699389, 8702571-8702719, 8707084-8707224, 8707776-8707853, 8710844-8710913, 8711121-8711230, 8712550-8712734, 8713997-8714041, 8714609-8714705, 8715602-8715817, 8717740-8717891, 8726072-8726208, 8729949-8731208, 8750620-8750699]
11	ST5	8694095	8750699	[8694095-8694129, 8695462-8695548, 8696426-8696665, 8697524-8697635, 8698932-8698973, 8699212-8699389, 8702571-8702719, 8707084-8707224, 8707776-8707853, 8710844-8710913, 8711121-8711230, 8712550-8712734, 8713997-8714041, 8714609-8714705, 8715602-8715817, 8717740-8717891, 8726072-8726208, 8750620-8750699]
11	AKIP1	8911449	8919479	[8911449-8911670, 8912452-8912532, 8914825-8914929, 8917286-8917366, 8919336-8919479]
11	C11orf16	8921315	8932307	[8921315-8921514, 8925462-8926106, 8926939-8927173, 8929376-8929532, 8932141-8932307]
11	ASCL3	8937615	8938160	[8937615-8938160]
11	TMEM9B	8948319	8964312	[8948319-8948474, 8953202-8953336, 8956189-8956297, 8962091-8962182, 8964208-8964312]
11	SCUBE2	9021044	9091527	[9021044-9021196, 9021875-9021954, 9025701-9025853, 9027363-9027560, 9029883-9030044, 9030757-9030924, 9047355-9047561, 9047942-9048097, 9050605-9050709, 9052745-9052831, 9053098-9053214, 9053636-9053758, 9055792-9055908, 9059302-9059424, 9060407-9060523, 9065890-9065979, 9066696-9066812, 9069369-9069494, 9074480-9074614, 9079383-9079508, 9089706-9089828, 9091395-9091527]
11	KRT8P41	9073217	9073810	[9073217-9073810]
11	ZNF143	9471308	9527612	[9471308-9471419, 9472676-9472768, 9473940-9474023, 9474549-9474632, 9478389-9478585, 9479471-9479545, 9494645-9494764, 9496302-9496377, 9497674-9497799, 9501090-9501269, 9508618-9508845, 9512447-9512595, 9516200-9516361, 9525239-9525385, 9527529-9527612]
11	WEE1	9573933	9588601	[9573933-9574508, 9575887-9576092, 9576229-9576292, 9576486-9576658, 9577141-9577262, 9581531-9581677, 9585257-9585352, 9585441-9585526, 9586448-9586618, 9586710-9586855, 9588448-9588601]
11	ADM	10305700	10306640	[10305700-10305797, 10305948-10306097, 10306331-10306640]
11	AMPD3	10451021	10505883	[10451021-10451042, 10461514-10461739, 10478525-10478729, 10482062-10482224, 10484819-10485038, 10487234-10487363, 10493348-10493542, 10494898-10495029, 10495569-10495732, 10496811-10496937, 10500085-10500248, 10501469-10501589, 10502720-10502893, 10504548-10504658, 10505707-10505883]
11	RNF141	10514915	10534157	[10514915-10515065, 10519033-10519140, 10525191-10525372, 10530642-10530750, 10534015-10534157]
11	LYVE1	10559110	10568531	[10559110-10559296, 10559815-10559893, 10560494-10560799, 10563939-10564078, 10564202-10564373, 10568447-10568531]
11	CTR9	10751412	10779104	[10751412-10751456, 10752671-10752769, 10754957-10755196, 10755677-10755794, 10756748-10756837, 10760172-10760320, 10761946-10762053, 10763430-10763537, 10763642-10763878, 10764111-10764200, 10764307-10764435, 10764547-10764730, 10766401-10766489, 10767805-10767990, 10768073-10768160, 10768342-10768490, 10770209-10770325, 10770486-10770631, 10771544-10771615, 10772519-10772654, 10773126-10773272, 10774011-10774168, 10775206-10775302, 10775520-10775632, 10778678-10779104]
11	ZBED5	10830986	10833067	[10830986-10833067]
11	GALNT18	11271143	11621592	[11271143-11271289, 11293028-11293192, 11327085-11327180, 11332693-11332830, 11340818-11341003, 11372514-11372628, 11377181-11377378, 11379080-11379263, 11432620-11432786, 11448743-11448935, 11621358-11621592]
11	DKK3	11964463	12008581	[11964463-11964685, 11965808-11965964, 11966953-11967097, 11968394-11968486, 11998695-11998778, 12002299-12002436, 12008369-12008581]
11	MICAL2	12162155	12262519	[12162155-12162418, 12204249-12204456, 12208022-12208138, 12209496-12209597, 12213254-12213409, 12216218-12216318, 12220200-12220457, 12221643-12221758, 12222616-12222742, 12223410-12223500, 12224672-12224819, 12226170-12226369, 12227024-12227130, 12236176-12236244, 12239435-12239584, 12241039-12241161, 12242213-12242431, 12242670-12242771, 12243986-12244111, 12249183-12249245, 12255642-12255749, 12256784-12256970, 12258467-12258555, 12259794-12259896, 12262479-12262519]
11	TEAD1	12764232	12937221	[12764232-12764433, 12862249-12862313, 12864837-12864899, 12879707-12879841, 12881004-12881050, 12881895-12881956, 12883000-12883124, 12901939-12902112, 12924911-12925051, 12930173-12930325, 12937108-12937221]
11	BTBD10	13388830	13445123	[13388830-13389140, 13403167-13403277, 13405658-13405855, 13413529-13413649, 13417157-13417259, 13419459-13419744, 13421641-13421837, 13445023-13445123]
11	PTH	13492404	13492854	[13492404-13492665, 13492769-13492854]
11	FAR1	13694765	13728773	[13694765-13694953, 13700316-13700491, 13707899-13708078, 13710692-13710869, 13711763-13711807, 13711927-13712045, 13712965-13713032, 13714508-13714679, 13721729-13721858, 13727555-13727682, 13728611-13728773]
11	RRAS2	14279336	14358869	[14279336-14279423, 14281601-14281719, 14294470-14294578, 14294759-14294861, 14295767-14295854, 14358762-14358869]
11	COPB1	14457823	14498927	[14457823-14457882, 14458531-14458686, 14460207-14460296, 14461185-14461330, 14464910-14465029, 14466281-14466425, 14468680-14468859, 14469335-14469562, 14474494-14474614, 14475784-14475944, 14476918-14477014, 14479568-14479713, 14480758-14480904, 14480989-14481096, 14483031-14483150, 14486366-14486503, 14488491-14488583, 14490564-14490678, 14493641-14493810, 14494209-14494438, 14498837-14498927]
11	PSMA1	14505191	14520298	[14505191-14505247, 14507655-14507765, 14510871-14510950, 14513569-14513698, 14513816-14513886, 14514402-14514490, 14517641-14517744, 14517879-14517980, 14518996-14519040, 14520296-14520298]
11	PDE3B	14644075	14869659	[14644075-14645052, 14771936-14771986, 14786436-14786684, 14789105-14789241, 14803943-14804049, 14818182-14818392, 14819135-14819208, 14830697-14830845, 14831639-14831776, 14832721-14832832, 14834981-14835094, 14843826-14844025, 14859042-14859245, 14861204-14861365, 14867505-14867757, 14869460-14869659]
11	CYP2R1	14878121	14892204	[14878121-14878296, 14879113-14879442, 14880135-14880767, 14885775-14885916, 14891980-14892204]
11	CALCA	14968798	14971191	[14968798-14968996, 14969934-14970074, 14971106-14971191]
11	CALCB	15074718	15077444	[15074718-15074803, 15075060-15075197, 15077285-15077444]
11	SOX6	15972808	16341247	[15972808-15973111, 15986203-15986419, 15988996-15989169, 16014941-16015049, 16046513-16046700, 16049754-16049937, 16055751-16055900, 16095995-16096117, 16097608-16097687, 16111802-16111922, 16183885-16183953, 16186782-16186954, 16234581-16234670, 16318445-16318652, 16341011-16341247]
11	C11orf58	16738778	16755103	[16738778-16738840, 16744600-16744683, 16748096-16748156, 16752784-16752893, 16754870-16755103]
11	RPS13	17074432	17077640	[17074432-17074465, 17075096-17075196, 17075453-17075622, 17077167-17077245, 17077428-17077476, 17077618-17077640]
11	PIK3C2A	17089737	17169740	[17089737-17089919, 17091333-17091458, 17091546-17091655, 17091995-17092067, 17092158-17092275, 17094260-17094384, 17097056-17097263, 17099859-17099968, 17101277-17101433, 17102661-17102830, 17105168-17105304, 17110431-17110560, 17112573-17112665, 17114360-17114464, 17117490-17117670, 17118644-17118738, 17119219-17119312, 17119785-17119973, 17122187-17122332, 17122701-17122812, 17129299-17129466, 17131915-17132037, 17134818-17135028, 17135110-17135158, 17136481-17136624, 17145667-17145730, 17145862-17145941, 17147516-17147627, 17148666-17148786, 17150497-17150654, 17155525-17155628, 17168676-17169740]
11	USH1C	17494331	17544306	[17494331-17494375, 17495568-17495676, 17496757-17496812, 17498161-17498270, 17501050-17501149, 17501481-17501534, 17501938-17501979, 17504646-17504696, 17505829-17505948, 17509355-17509837, 17510404-17510520, 17511901-17512053, 17516240-17516289, 17520869-17520993, 17521345-17521410, 17522783-17522925, 17523210-17523266, 17523418-17523477, 17524450-17524534, 17526346-17526440, 17526752-17526809, 17527015-17527039, 17527222-17527330, 17531153-17531291, 17531398-17531541, 17533254-17533321, 17544271-17544306]
11	MYOD1	17719782	17721507	[17719782-17720411, 17720901-17720979, 17721254-17721507]
11	KCNC1	17736002	17772629	[17736002-17736571, 17771664-17772629]
11	SERGEF	17788084	18013009	[17788084-17788412, 17878207-17878243, 17959469-17959635, 17988596-17988754, 17992930-17992992, 17995795-17995908, 18000496-18000556, 18004440-18004534, 18006590-18006745, 18007940-18008075, 18012950-18013009]
11	TPH1	18020990	18040761	[18020990-18021164, 18022797-18022930, 18023887-18023982, 18025574-18025700, 18026489-18026624, 18029164-18029360, 18029511-18029578, 18033273-18033373, 18035958-18036141, 18040645-18040761]
11	MRGPRX3	18137202	18138170	[18137202-18138170]
11	MRGPRX4	18173256	18174224	[18173256-18174224]
11	SAA4	18231501	18235925	[18231501-18231663, 18232394-18232532, 18235835-18235925]
11	SAA2	18245376	18248010	[18245376-18245514, 18245909-18246047, 18247920-18248010]
11	ST13P5	18240104	18241213	[18240104-18241213]
11	SAA1	18266887	18269854	[18266887-18266977, 18269194-18269332, 18269716-18269854]
11	HPS5	18279881	18317857	[18279881-18279941, 18281949-18282219, 18283794-18283900, 18285345-18285458, 18286590-18286709, 18287534-18287689, 18287892-18288012, 18291441-18292018, 18292898-18292975, 18295019-18295168, 18295998-18296121, 18296797-18296983, 18297558-18297716, 18298791-18298969, 18300827-18300915, 18305421-18305492, 18306134-18306346, 18308945-18309078, 18310740-18310932, 18311386-18311450, 18311913-18312023, 18317750-18317857]
11	HPS5	18279881	18310874	[18279881-18279941, 18281949-18282219, 18283794-18283900, 18285345-18285458, 18286590-18286709, 18287534-18287689, 18287892-18288012, 18291441-18292018, 18292898-18292975, 18295019-18295168, 18295998-18296121, 18296797-18296983, 18297558-18297716, 18298791-18298969, 18300827-18300915, 18305421-18305492, 18306134-18306346, 18308945-18309078, 18310740-18310874]
11	GTF2H1	18333074	18365868	[18333074-18333227, 18335753-18335945, 18338108-18338273, 18339563-18339656, 18341260-18341409, 18341527-18341606, 18347587-18347714, 18347831-18347918, 18351880-18351968, 18352328-18352445, 18357951-18358041, 18358524-18358639, 18360614-18360706, 18365782-18365868]
11	LDHA	18396842	18407280	[18396842-18396967, 18399430-18399547, 18400836-18401009, 18402839-18403012, 18403693-18403810, 18405448-18405571, 18407116-18407280]
11	LDHC	18412717	18451126	[18412717-18412842, 18415183-18415300, 18429736-18429909, 18434739-18434912, 18438527-18438644, 18446209-18446332, 18450962-18451126]
11	LDHAL6A	18456680	18478869	[18456680-18456805, 18463960-18464077, 18465636-18465809, 18475465-18475638, 18476383-18476500, 18477619-18477742, 18478705-18478869]
11	TSG101	18480545	18526815	[18480545-18480634, 18481629-18481868, 18483869-18484071, 18502485-18502576, 18506856-18506922, 18509541-18509664, 18514677-18514840, 18516098-18516163, 18519518-18519602, 18526774-18526815]
11	UEVLD	18532471	18588653	[18532471-18532486, 18536405-18536468, 18544622-18544795, 18546879-18547049, 18558227-18558329, 18564891-18565009, 18566346-18566481, 18570213-18570376, 18575346-18575411, 18578723-18578807, 18588612-18588653]
11	TMEM86A	18698886	18702008	[18698886-18698906, 18700932-18701196, 18701572-18702008]
11	PTPN5	18728933	18771957	[18728933-18729026, 18729452-18729565, 18729657-18729817, 18732591-18732701, 18733234-18733371, 18733555-18733634, 18737879-18737963, 18740602-18740791, 18742261-18742502, 18742991-18743074, 18743321-18743428, 18744005-18744198, 18765806-18765882, 18771938-18771957]
11	MRGPRX1	18933815	18934783	[18933815-18934783]
11	MRGPRX2	19055409	19056401	[19055409-19056401]
11	CSRP3	19182669	19192447	[19182669-19182745, 19184951-19185044, 19186215-19186347, 19188135-19188303, 19192336-19192447]
11	E2F8	19224657	19240120	[19224657-19224839, 19225220-19225614, 19225731-19225863, 19229453-19229987, 19230240-19230327, 19230630-19230833, 19232233-19232370, 19234359-19234520, 19234743-19235057, 19237313-19237469, 19237853-19238131, 19240106-19240120]
