Chr	gene_name	start	end	exon_list
7	AGR2	16792907	16801795	[16792907-16792956, 16794935-16795018, 16797630-16797693, 16799743-16799816, 16801150-16801202, 16801319-16801382, 16801657-16801795]
7	AGR3	16859581	16878617	[16859581-16859630, 16860499-16860582, 16861383-16861446, 16861983-16862059, 16862609-16862661, 16873779-16873842, 16878509-16878617]
7	AHR	17299264	17343063	[17299264-17299328, 17309935-17310122, 17322500-17322606, 17327758-17327847, 17329951-17330074, 17330755-17330885, 17333911-17334113, 17334886-17334995, 17335644-17335785, 17338985-17340227, 17342920-17343063]
7	TWIST1	19116712	19117320	[19116712-19117320]
7	FERD3L	19144861	19145361	[19144861-19145361]
7	MACC1	20140945	20161861	[20140945-20141157, 20154192-20154380, 20158203-20160244, 20161747-20161861]
7	ITGB8	20331806	20409996	[20331806-20331932, 20363636-20363721, 20367011-20367185, 20379050-20379296, 20380665-20380830, 20381726-20381884, 20391402-20391497, 20394895-20394984, 20398859-20398993, 20401720-20402125, 20404627-20404852, 20406061-20406170, 20409614-20409777, 20409874-20409996]
7	ABCB5	20651422	20755623	[20651422-20651622, 20658505-20658675, 20681504-20681665, 20685695-20685835, 20698406-20698549, 20699824-20699928, 20700057-20700134, 20704723-20704806, 20723015-20723218, 20727039-20727139, 20728314-20728454, 20738982-20739138, 20742876-20743073, 20745231-20745437, 20753359-20753505, 20755426-20755623]
7	SP8	20784289	20785761	[20784289-20785761]
7	SP4	21428251	21511268	[21428251-21428257, 21428676-21428791, 21429288-21430842, 21477078-21477306, 21481923-21482122, 21511021-21511268]
7	CDCA7L	21902321	21945803	[21902321-21902351, 21902977-21903113, 21904109-21904258, 21905505-21905630, 21906288-21906455, 21906567-21906638, 21908129-21908506, 21911616-21911753, 21916753-21916893, 21945780-21945803]
7	IL6	22727262	22731572	[22727262-22727280, 22727443-22727633, 22728692-22728805, 22729513-22729659, 22731405-22731572]
7	TOMM7	22813169	22822778	[22813169-22813184, 22817999-22818047, 22822676-22822778]
7	FAM126A	22945588	22991110	[22945588-22946162, 22960255-22960414, 22961234-22961321, 22964414-22964530, 22976209-22976304, 22976692-22976807, 22977340-22977420, 22978268-22978447, 22983943-22984044, 22991060-22991110]
7	KLHL7	23123800	23174297	[23123800-23123878, 23124687-23124780, 23125047-23125171, 23140768-23140943, 23143850-23144024, 23152066-23152208, 23165697-23165937, 23167835-23168036, 23172947-23173044, 23174014-23174297]
7	NUPL2	23182085	23200744	[23182085-23182205, 23185069-23185297, 23187051-23187145, 23195838-23195914, 23196679-23196765, 23199457-23199541, 23200167-23200744]
7	GPNMB	23246857	23274223	[23246857-23246926, 23253306-23253458, 23254168-23254311, 23256891-23257064, 23259979-23260137, 23260455-23260772, 23266516-23266614, 23267885-23267987, 23269966-23270174, 23273520-23273613, 23274064-23274223]
7	MALSU1	23299352	23309542	[23299352-23299607, 23300838-23301016, 23307867-23307948, 23309355-23309542]
7	IGF2BP3	23312361	23470109	[23312361-23312459, 23312734-23312847, 23313521-23313652, 23317638-23317712, 23319137-23319253, 23342063-23342188, 23343717-23343852, 23345939-23346061, 23347599-23347733, 23351304-23351585, 23361533-23361596, 23361689-23361740, 23418775-23418823, 23468481-23468541, 23469935-23470109]
7	TRA2A	23505558	23531823	[23505558-23505568, 23505745-23505812, 23506137-23506265, 23507419-23507534, 23512893-23513081, 23516362-23516527, 23521706-23521839, 23531788-23531823]
7	CCDC126	23611315	23643114	[23611315-23611552, 23642930-23643114]
7	FAM221A	23680218	23702163	[23680218-23680282, 23684498-23684671, 23689268-23689458, 23691389-23691595, 23698191-23698298, 23700785-23700867, 23702095-23702163]
7	STK31	23710285	23832365	[23710285-23710334, 23712098-23712144, 23712233-23712285, 23717480-23717578, 23727240-23727314, 23729090-23729248, 23735537-23735895, 23736903-23737077, 23752716-23752831, 23754314-23754473, 23762800-23762922, 23768994-23769173, 23769639-23769755, 23771004-23771123, 23772146-23772277, 23781418-23781519, 23783582-23783662, 23785477-23785602, 23786507-23786632, 23786837-23786923, 23787979-23788128, 23790823-23790945, 23815143-23815211, 23832135-23832365]
7	NPY	24285240	24291686	[24285240-24285427, 24289498-24289578, 24291662-24291686]
7	MPP6	24623667	24687613	[24623667-24623783, 24641715-24641867, 24649611-24649763, 24650484-24650711, 24663589-24663720, 24665587-24665686, 24666020-24666088, 24668498-24668659, 24679130-24679332, 24680391-24680519, 24687437-24687613]
7	DFNA5	24699025	24749773	[24699025-24699258, 24702759-24702832, 24706183-24706375, 24708126-24708253, 24710223-24710387, 24717253-24717373, 24719046-24719217, 24744561-24744753, 24749563-24749773]
7	OSBPL3	24800182	24892471	[24800182-24800278, 24804314-24804436, 24806775-24806901, 24809806-24809950, 24815058-24815202, 24816609-24816687, 24820174-24820237, 24830767-24830904, 24834485-24834735, 24840689-24840782, 24842278-24842412, 24849068-24849175, 24852503-24852633, 24861612-24861768, 24863199-24863291, 24863495-24863598, 24865341-24865464, 24866069-24866236, 24870731-24870844, 24871741-24871794, 24871952-24872068, 24892376-24892471]
7	OSBPL3	24800182	24892471	[24800182-24800278, 24804314-24804436, 24806775-24806901, 24809806-24809950, 24815058-24815202, 24816609-24816687, 24820174-24820237, 24830767-24830904, 24834485-24834735, 24840689-24840782, 24842278-24842412, 24849068-24849175, 24852503-24852633, 24861612-24861768, 24863495-24863598, 24865341-24865464, 24866069-24866236, 24870731-24870844, 24871741-24871794, 24871952-24872068, 24892376-24892471]
7	OSBPL3	24800182	24892471	[24800182-24800278, 24804314-24804436, 24806775-24806901, 24809806-24809950, 24815058-24815202, 24816609-24816687, 24820174-24820237, 24830767-24830904, 24834485-24834735, 24840689-24840782, 24842278-24842412, 24852503-24852633, 24861612-24861768, 24863199-24863291, 24863495-24863598, 24865341-24865464, 24866069-24866236, 24870731-24870844, 24871741-24871794, 24871952-24872068, 24892376-24892471]
7	CYCS	25123700	25124118	[25123700-25123848, 25123950-25124118]
7	C7orf31	25135971	25179307	[25135971-25136792, 25142240-25142331, 25142639-25142813, 25151595-25151683, 25155010-25155191, 25158500-25158529, 25161188-25161259, 25168288-25168464, 25179174-25179307]
7	NPVF	25225121	25228438	[25225121-25225172, 25226625-25227025, 25228301-25228438]
7	NFE2L3	26152498	26185782	[26152498-26153067, 26177942-26178121, 26183700-26183783, 26184532-26185782]
7	HNRNPA2B1	26192515	26200576	[26192515-26192576, 26193250-26193372, 26193574-26193693, 26195846-26195908, 26196400-26196480, 26196556-26196657, 26196806-26197016, 26197314-26197460, 26197621-26197731, 26200571-26200576]
7	CBX3	26202998	26212207	[26202998-26203021, 26206367-26206509, 26208392-26208554, 26211661-26211755, 26212081-26212207]
7	SNX10	26346442	26372571	[26346442-26346465, 26360974-26361060, 26364534-26364634, 26365046-26365144, 26371820-26372032, 26372490-26372571]
7	SKAP2	26670099	26864428	[26670099-26670191, 26684735-26684847, 26690284-26690361, 26725427-26725564, 26725922-26725985, 26726881-26727005, 26738794-26738877, 26739886-26739963, 26844029-26844136, 26854136-26854161, 26854784-26854889, 26864362-26864428]
7	HOXA1	27094439	27095911	[27094439-27094794, 27095260-27095911]
7	HOXA1	27095295	27095911	[27095295-27095354, 27095558-27095911]
7	HOXA2	27100725	27102499	[27100725-27101464, 27102109-27102499]
7	HOXA3	27107914	27110639	[27107914-27108719, 27110114-27110639]
7	HOXA4	27129224	27130732	[27129224-27129570, 27130117-27130732]
7	HOXA5	27141834	27143606	[27141834-27142084, 27143045-27143606]
7	HOXA6	27145657	27147748	[27145657-27145916, 27147307-27147748]
7	HOXA7	27154908	27156544	[27154908-27155221, 27156166-27156544]
7	HOXA9	27163602	27165456	[27163602-27163840, 27164877-27165456]
7	HOXA10	27171898	27174305	[27171898-27172172, 27173348-27174305]
7	HOXA11	27182795	27185143	[27182795-27183027, 27184435-27185143]
7	HOXA13	27198197	27200076	[27198197-27198441, 27199155-27200076]
7	EVX1	27243030	27246424	[27243030-27243456, 27245047-27245303, 27245885-27246424]
7	HIBADH	27526213	27662787	[27526213-27526371, 27531191-27531347, 27538340-27538416, 27542966-27543099, 27629370-27629491, 27632335-27632444, 27649472-27649632, 27662697-27662787]
7	TAX1BP1	27748524	27828828	[27748524-27748685, 27758030-27758132, 27765833-27766020, 27769675-27769833, 27785162-27785310, 27785398-27785488, 27787417-27787602, 27792005-27792229, 27793065-27793211, 27794322-27794445, 27796115-27796218, 27799964-27800089, 27816348-27816519, 27816889-27817037, 27827737-27827819, 27828627-27828828]
7	JAZF1	27832799	28180576	[27832799-27832975, 27840697-27840866, 27895219-27895415, 27991908-27991980, 28180462-28180576]
7	CREB5	28412914	28819278	[28412914-28412916, 28488174-28488245, 28494905-28494998, 28507615-28507736, 28570364-28570536, 28718752-28718878, 28724221-28724331, 28804198-28804521, 28809186-28809413, 28818070-28818178, 28819115-28819278]
7	CREB5	28488192	28819278	[28488192-28488245, 28494905-28494998, 28507615-28507736, 28570364-28570536, 28718752-28718878, 28724221-28724331, 28804198-28804521, 28809186-28809413, 28818070-28818178, 28819115-28819278]
7	CPVL	28995771	29121060	[28995771-28995881, 29030576-29030758, 29064060-29064233, 29066022-29066120, 29071772-29071903, 29072300-29072422, 29086483-29086549, 29092622-29092701, 29095083-29095141, 29096102-29096216, 29112703-29112821, 29120892-29121060]
7	CHN2	29194941	29512734	[29194941-29194989, 29354624-29354662, 29367931-29367986, 29393678-29393709, 29398372-29398485, 29400542-29400827, 29480278-29480355, 29495951-29496035, 29499866-29500039, 29504743-29504820, 29507227-29507364, 29509300-29509405, 29512563-29512734]
7	PRR15	29566329	29566718	[29566329-29566718]
7	SCRN1	29923956	29969066	[29923956-29924114, 29926451-29926631, 29936555-29936720, 29940681-29940875, 29943976-29944178, 29955178-29955359, 29968908-29969066]
7	FKBP14	30014734	30026507	[30014734-30014892, 30018995-30019122, 30022664-30022815, 30026311-30026507]
7	PLEKHA8	30028762	30090174	[30028762-30028801, 30045084-30045200, 30046209-30046364, 30047831-30047955, 30049223-30049381, 30050433-30050473, 30052708-30052865, 30054708-30054864, 30055256-30055341, 30060883-30060941, 30061896-30062026, 30062671-30062741, 30090152-30090174]
7	MTURN	30135136	30157547	[30135136-30135297, 30146176-30146298, 30157437-30157547]
7	ZNRF2	30285357	30362433	[30285357-30285825, 30323641-30323736, 30355727-30355832, 30362376-30362433]
7	NOD1	30425637	30456920	[30425637-30425709, 30429373-30429456, 30433095-30433178, 30435997-30436080, 30437572-30437655, 30446140-30446223, 30446966-30447049, 30448297-30448380, 30451215-30453039, 30455136-30455310, 30456720-30456920]
7	GGCT	30497091	30504708	[30497091-30497234, 30498802-30498937, 30500535-30500680, 30504568-30504708]
7	CRHR2	30653459	30682279	[30653459-30653599, 30655038-30655079, 30655579-30655714, 30655926-30656011, 30660572-30660644, 30662155-30662215, 30662693-30662846, 30665069-30665186, 30665529-30665638, 30667227-30667312, 30681914-30682039, 30682177-30682279]
7	INMT	30752150	30755850	[30752150-30752303, 30753730-30753937, 30755421-30755850]
7	AQP1	30911909	30923628	[30911909-30912292, 30922065-30922229, 30922563-30922643, 30923449-30923628]
7	GHRHR	30964068	30979243	[30964068-30964124, 30968833-30968935, 30969062-30969169, 30969866-30969963, 30971118-30971215, 30971962-30972094, 30973984-30974137, 30974428-30974488, 30974970-30975039, 30975776-30975867, 30976428-30976557, 30977280-30977321, 30979118-30979243]
7	ADCYAP1R1	31063264	31106683	[31063264-31063314, 31064830-31064935, 31077990-31078097, 31080612-31080632, 31081712-31081753, 31084140-31084249, 31084736-31084833, 31085309-31085441, 31086383-31086536, 31086942-31087002, 31087626-31087695, 31092643-31092734, 31103236-31103365, 31104867-31104908, 31106495-31106683]
7	NEUROD6	31338254	31339267	[31338254-31339267]
7	CCDC129	31553024	31652828	[31553024-31553186, 31554474-31554522, 31554857-31554900, 31569757-31569808, 31572101-31572187, 31574539-31574741, 31577862-31578433, 31583133-31583190, 31642175-31642257, 31642681-31643952, 31651141-31651268, 31651938-31652049, 31652517-31652828]
7	PPP1R17	31692441	31707282	[31692441-31692522, 31695468-31695620, 31696964-31697116, 31707203-31707282]
7	PDE1C	31790245	32070392	[31790245-31790258, 31809030-31809107, 31815923-31816153, 31823072-31823247, 31824866-31824986, 31828291-31828372, 31837179-31837299, 31837869-31837970, 31847967-31848095, 31850640-31850740, 31864941-31865081, 31873291-31873407, 31877969-31878035, 31878995-31879177, 31880746-31880859, 32051553-32051579, 32070292-32070392]
7	LSM5	32487260	32490364	[32487260-32487292, 32487684-32487756, 32488624-32488651, 32489248-32489343, 32490319-32490364]
7	FKBP9	32957573	33005350	[32957573-32957793, 32974616-32974761, 32975181-32975370, 32976353-32976498, 32980363-32980552, 32988506-32988651, 32996162-32996348, 33000114-33000259, 33002675-33002838, 33005174-33005350]
7	RP9	33095233	33109371	[33095233-33095431, 33096492-33096553, 33097270-33097361, 33099306-33099435, 33100530-33100560, 33109220-33109371]
7	BBS9	33146252	33605225	[33146252-33146363, 33152700-33152850, 33155637-33155701, 33177477-33177590, 33257235-33257409, 33264289-33264373, 33273011-33273194, 33273826-33273955, 33336440-33336621, 33340896-33340972, 33344580-33344633, 33349067-33349169, 33357854-33357994, 33367766-33367861, 33383665-33383837, 33387991-33388143, 33505462-33505644, 33533953-33534175, 33604864-33604974, 33605194-33605225]
7	BMPER	33905613	34153272	[33905613-33905745, 33906817-33906902, 33937288-33937387, 33966478-33966560, 33970328-33970418, 33974701-33974783, 34046305-34046404, 34051860-34051969, 34055162-34055302, 34058058-34058162, 34062001-34062046, 34078856-34079185, 34085755-34086091, 34143229-34143359, 34153091-34153272]
7	NPSR1	34658412	34878183	[34658412-34658558, 34684551-34684683, 34778461-34778564, 34811769-34811862, 34827400-34827601, 34834383-34834459, 34844895-34844981, 34848482-34848662, 34878075-34878183]
7	NPSR1	34658412	34849654	[34658412-34658558, 34684551-34684683, 34778461-34778564, 34811769-34811862, 34827400-34827601, 34834383-34834459, 34844895-34844981, 34848482-34848662, 34849564-34849654]
7	TBX20	35237636	35259755	[35237636-35237716, 35247015-35247173, 35251085-35251193, 35254813-35254977, 35256087-35256339, 35259629-35259755]
7	HERPUD2	35633689	35694329	[35633689-35633850, 35634311-35634428, 35635134-35635457, 35638349-35638471, 35667433-35667587, 35670214-35670327, 35673200-35673277, 35694183-35694329]
7	ANLN	36390026	36452599	[36390026-36390043, 36396265-36396418, 36399078-36399392, 36406180-36406565, 36407733-36407955, 36410513-36410703, 36411058-36411165, 36415757-36415883, 36417079-36417189, 36419243-36419478, 36420168-36420313, 36420596-36420743, 36421856-36421991, 36422632-36422808, 36423816-36423942, 36424544-36424592, 36424685-36424741, 36425701-36425739, 36426014-36426035, 36426915-36427027, 36439203-36439289, 36443754-36443861, 36449664-36449836, 36452476-36452599]
7	AOAH	36513251	36724147	[36513251-36513379, 36522038-36522114, 36530417-36530513, 36532146-36532205, 36532285-36532343, 36540318-36540490, 36548611-36548685, 36549438-36549474, 36576573-36576655, 36594338-36594429, 36616379-36616473, 36618296-36618344, 36620780-36620828, 36621709-36621779, 36623189-36623249, 36632035-36632105, 36637850-36637909, 36659165-36659264, 36673942-36674008, 36686698-36686793, 36724021-36724147]
7	ELMO1	36855550	37342689	[36855550-36855750, 36861658-36861735, 36870392-36870474, 36878009-36878116, 36887559-36887671, 36894853-36895016, 37013298-37013434, 37096618-37096726, 37133129-37133233, 37211385-37211516, 37213334-37213456, 37216644-37216694, 37222614-37222692, 37224878-37225029, 37233094-37233193, 37244355-37244390, 37259180-37259349, 37271831-37271881, 37314849-37314921, 37315919-37315959, 37342612-37342689]
7	ELMO1	36855550	36895013	[36855550-36855750, 36861658-36861735, 36870392-36870474, 36878009-36878116, 36887559-36887671, 36894853-36895013]
7	GPR141	37740393	37741310	[37740393-37741310]
7	NME8	37850266	37897091	[37850266-37850298, 37850377-37850434, 37850628-37850734, 37857273-37857344, 37862027-37862143, 37863395-37863461, 37864347-37864420, 37865524-37865616, 37867701-37867897, 37876831-37877006, 37884302-37884446, 37885144-37885251, 37888276-37888427, 37894465-37894609, 37896869-37897091]
7	SFRP4	37907478	37916536	[37907478-37907663, 37909616-37909679, 37912118-37912316, 37914212-37914277, 37914372-37914452, 37916092-37916536]
7	EPDR1	37920939	37950395	[37920939-37921207, 37948839-37949047, 37950199-37950395]
7	STARD3NL	38207504	38228853	[38207504-38207728, 38214356-38214433, 38215027-38215104, 38217024-38217077, 38217187-38217304, 38219564-38219659, 38228798-38228853]
7	AMPH	38384817	38631350	[38384817-38384924, 38389803-38389904, 38391747-38392016, 38394004-38394213, 38417824-38417949, 38422420-38422476, 38426953-38426985, 38429841-38429864, 38432188-38432211, 38436271-38436387, 38461282-38461410, 38462974-38463112, 38465466-38465548, 38466172-38466247, 38475330-38475415, 38476861-38476968, 38491049-38491144, 38494432-38494526, 38503649-38503703, 38534930-38535010, 38631282-38631350]
7	VPS41	38726245	38909173	[38726245-38726325, 38726908-38726987, 38728541-38728585, 38728691-38728790, 38741984-38742120, 38743401-38743541, 38745558-38745612, 38752175-38752312, 38754701-38754751, 38754894-38754935, 38756837-38756981, 38758353-38758480, 38763454-38763546, 38765579-38765660, 38767536-38767597, 38771197-38771253, 38772521-38772636, 38774114-38774243, 38776678-38776775, 38789800-38789866, 38795464-38795610, 38796744-38796863, 38817816-38817881, 38821202-38821264, 38830253-38830327, 38862544-38862621, 38869145-38869252, 38898090-38898128, 38909153-38909173]
7	VPS41	38726245	38909173	[38726245-38726325, 38726908-38726987, 38728541-38728585, 38728691-38728790, 38741984-38742120, 38743401-38743541, 38745558-38745612, 38752175-38752312, 38754701-38754751, 38754894-38754935, 38756837-38756981, 38758353-38758480, 38763454-38763546, 38765579-38765660, 38767536-38767597, 38771197-38771253, 38772521-38772636, 38774114-38774243, 38776678-38776775, 38789800-38789866, 38795464-38795610, 38796744-38796863, 38817816-38817881, 38821202-38821264, 38862544-38862621, 38869145-38869252, 38898090-38898128, 38909153-38909173]
7	YAE1D1	39566418	39572705	[39566418-39566546, 39570505-39570626, 39572276-39572705]
7	RALA	39686667	39706244	[39686667-39686780, 39690381-39690589, 39696684-39696858, 39706122-39706244]
7	CDK13	39950641	40094979	[39950641-39951851, 39987598-39988257, 39997493-39997663, 39999360-39999499, 40001860-40002030, 40045835-40046024, 40047820-40047876, 40062825-40062926, 40063022-40063099, 40078004-40078120, 40078719-40078850, 40088125-40088330, 40092784-40093236, 40094129-40094979]
7	CDK13	39950641	40094979	[39950641-39951851, 39987598-39988257, 39997493-39997663, 39999360-39999499, 40001860-40002030, 40045835-40046024, 40047820-40047876, 40062825-40062926, 40063022-40063099, 40078004-40078120, 40078719-40078850, 40088125-40088330, 40092964-40093236, 40094129-40094979]
7	MPLKIP	40133058	40134566	[40133058-40133258, 40134228-40134566]
7	INHBA	41689649	41700373	[41689649-41690541, 41699986-41700373]
7	GLI3	41964329	42223252	[41964329-41966640, 41967595-41967922, 41972336-41972626, 41977557-41977721, 41978598-41978747, 42023467-42023607, 42025263-42025376, 42026198-42026411, 42040037-42040238, 42045383-42045529, 42048490-42048695, 42076751-42076856, 42148225-42148467, 42223129-42223252]
7	C7orf25	42909634	42910899	[42909634-42910899]
7	PSMA2	42917573	42932157	[42917573-42917689, 42917777-42917834, 42921857-42921930, 42923324-42923405, 42924674-42924796, 42926535-42926667, 42927382-42927458, 42932117-42932157]
7	MRPL32	42932386	42937575	[42932386-42932515, 42934954-42935135, 42937321-42937575]
7	HECW1	43243905	43561925	[43243905-43243931, 43311762-43312086, 43320634-43320741, 43360885-43360979, 43396813-43396888, 43407561-43407730, 43438002-43438144, 43442528-43442628, 43444217-43445569, 43450827-43450928, 43456296-43456446, 43463659-43463798, 43466446-43466567, 43468919-43469104, 43479609-43479743, 43492074-43492179, 43493083-43493179, 43500698-43500781, 43501212-43501321, 43507136-43507256, 43508017-43508130, 43508968-43509120, 43541162-43541260, 43541868-43541997, 43550444-43550590, 43552221-43552335, 43554591-43554789, 43561814-43561925]
7	STK17A	43583243	43624841	[43583243-43583448, 43595900-43596112, 43608255-43608399, 43619596-43619722, 43623571-43623619, 43623708-43623887, 43624517-43624841]
7	COA1	43639581	43648613	[43639581-43639680, 43640572-43640648, 43645250-43645398, 43647534-43647633, 43648599-43648613]
