Chr	gene_name	start	end	exon_list
6	SNRNP48	7590257	7608872	[7590257-7590412, 7593733-7593846, 7594098-7594158, 7595026-7595100, 7601335-7601523, 7602622-7602743, 7605397-7605485, 7606030-7606194, 7608824-7608872]
6	BMP6	7726955	7880342	[7726955-7727618, 7845139-7845331, 7861450-7861598, 7862300-7862497, 7879073-7879149, 7879990-7880100, 7880193-7880342]
6	TXNDC5	7828375	7986444	[7828375-7828497, 7829590-7829719, 7831192-7831274, 7833936-7834079, 7834726-7834812, 7836852-7836967, 7840337-7840433, 7844807-7844912, 7849805-7849954, 7971598-7971656, 7986370-7986444]
6	TXNDC5	7883143	7910775	[7883143-7883265, 7884358-7884487, 7885960-7886042, 7888704-7888847, 7889494-7889580, 7891620-7891735, 7895105-7895201, 7899575-7899680, 7904573-7904722, 7910513-7910775]
6	BLOC1S5	8015648	8064375	[8015648-8015827, 8026366-8026424, 8041138-8041267, 8062533-8062615, 8064264-8064375]
6	EEF1E1	8079889	8102520	[8079889-8080029, 8090185-8090280, 8097266-8097466, 8102434-8102520]
6	SLC35B3	8413548	8434386	[8413548-8413698, 8414907-8414976, 8416883-8416994, 8417401-8417493, 8419579-8419676, 8420720-8420827, 8422469-8422623, 8427936-8428057, 8429863-8430156, 8434384-8434386]
6	OFCC1	10005102	10047518	[10005102-10005221, 10008544-10008707, 10011591-10011659, 10016736-10016822, 10040988-10041164, 10041460-10041526, 10047507-10047518]
6	TFAP2A	10398416	10414984	[10398416-10398704, 10400447-10400588, 10402491-10402609, 10404507-10404738, 10406792-10406843, 10409900-10410334, 10414940-10414984]
6	LINC00518	10538116	10538472	[10538116-10538472]
6	GCNT2	10556423	10626606	[10556423-10557341, 10621350-10621442, 10626416-10626606]
6	GCNT2	10585989	10626606	[10585989-10586913, 10621350-10621442, 10626416-10626606]
6	TMEM14C	10724613	10730665	[10724613-10724632, 10724960-10725036, 10725906-10726007, 10728639-10728726, 10730614-10730665]
6	TMEM14B	10749245	10756517	[10749245-10749267, 10749621-10749697, 10751132-10751233, 10755141-10755231, 10756466-10756517]
6	MAK	10764451	10830647	[10764451-10764605, 10770110-10770229, 10775327-10775458, 10784423-10784571, 10791674-10791846, 10795997-10796308, 10801891-10802058, 10803719-10803890, 10808809-10808941, 10813643-10813722, 10817849-10817970, 10818885-10818939, 10830547-10830647]
6	GCM2	10873994	10881792	[10873994-10874932, 10875890-10876015, 10876444-10876556, 10877139-10877391, 10881703-10881792]
6	ELOVL2	10983780	11044229	[10983780-10983905, 10989702-10989836, 10990317-10990441, 10995006-10995177, 11000086-11000163, 11005371-11005558, 11010745-11010808, 11044227-11044229]
6	ERVFRD-1	11103693	11105309	[11103693-11105309]
6	NEDD9	11185161	11232514	[11185161-11185670, 11188217-11188306, 11189963-11191204, 11192344-11192445, 11193590-11193691, 11213280-11213726, 11232503-11232514]
6	ADTRP	11714477	11778758	[11714477-11714511, 11723348-11723499, 11735567-11735682, 11766273-11766374, 11768248-11768382, 11778606-11778758]
6	EDN1	12290629	12296066	[12290629-12290692, 12292340-12292508, 12293940-12294095, 12294260-12294403, 12295961-12296066]
6	TBC1D7	13305100	13326897	[13305100-13305186, 13306397-13306526, 13307599-13307744, 13316570-13316707, 13320907-13321094, 13325093-13325173, 13326786-13326897]
6	GFOD1	13364742	13486889	[13364742-13365661, 13486637-13486889]
6	C6orf114	13470101	13470511	[13470101-13470511]
6	SIRT5	13584110	13611864	[13584110-13584224, 13588330-13588463, 13591668-13591893, 13595476-13595563, 13596962-13597015, 13599031-13599154, 13600833-13600948, 13611789-13611864]
6	SIRT5	13584110	13604517	[13584110-13584224, 13588330-13588463, 13591668-13591893, 13595476-13595563, 13596962-13597015, 13599031-13599154, 13600833-13600948, 13604475-13604517]
6	NOL7	13615358	13620826	[13615358-13615623, 13615711-13615771, 13616462-13616520, 13617769-13617800, 13618057-13618138, 13620207-13620328, 13620407-13620484, 13620753-13620826]
6	RANBP9	13622361	13711504	[13622361-13622491, 13625652-13625763, 13632369-13632520, 13634430-13634551, 13637807-13637954, 13639562-13639752, 13641198-13641306, 13642478-13642590, 13644544-13644728, 13652658-13652680, 13657108-13657275, 13658779-13658831, 13696784-13696895, 13710934-13711504]
6	MCUR1	-	-	-
6	RNF182	13977119	13977862	[13977119-13977862]
6	CD83	14117811	14135235	[14117811-14117847, 14117949-14118064, 14131519-14131747, 14133648-14133754, 14135107-14135235]
6	JARID2	15246539	15520250	[15246539-15246583, 15374116-15374251, 15410223-15410364, 15452005-15452174, 15468541-15468717, 15487306-15487541, 15496131-15497169, 15500906-15501408, 15504499-15504591, 15507135-15507253, 15507345-15507415, 15508339-15508453, 15511295-15511400, 15512207-15512389, 15512914-15513044, 15513238-15513421, 15517160-15517267, 15520068-15520250]
6	DTNBP1	15522974	15662868	[15522974-15523218, 15524525-15524668, 15533239-15533394, 15593058-15593080, 15615266-15615398, 15627342-15627474, 15637743-15637803, 15651312-15651362, 15652086-15652139, 15662813-15662868]
6	DTNBP1	15524424	15662868	[15524424-15524668, 15533239-15533394, 15593058-15593080, 15615266-15615398, 15627342-15627474, 15637743-15637803, 15651312-15651362, 15652086-15652139, 15662813-15662868]
6	MYLIP	16129322	16146750	[16129322-16129408, 16130556-16130746, 16141624-16141809, 16143019-16143216, 16143698-16143862, 16144896-16145316, 16146661-16146750]
6	GMPR	16238693	16295185	[16238693-16238779, 16246841-16246960, 16250283-16250366, 16254561-16254734, 16274414-16274495, 16278783-16278889, 16285792-16285834, 16290461-16290620, 16295005-16295185]
6	RBM24	17282771	17292118	[17282771-17282927, 17284656-17284710, 17291755-17292118]
6	CAP2	17421555	17556441	[17421555-17421675, 17426589-17426689, 17462995-17463072, 17507168-17507311, 17507640-17507725, 17513848-17513953, 17539268-17539457, 17540972-17541147, 17542836-17542959, 17543060-17543142, 17551463-17551603, 17556358-17556441]
6	FAM8A1	17600409	17608338	[17600409-17601120, 17602589-17602709, 17604905-17605028, 17605873-17606012, 17608194-17608338]
6	NUP153	17616096	17706386	[17616096-17616180, 17616526-17616694, 17624560-17624832, 17625807-17626163, 17628654-17629538, 17632649-17632843, 17637152-17637769, 17639938-17640063, 17646066-17646153, 17647806-17647904, 17649162-17649299, 17661652-17661778, 17662017-17662069, 17665238-17665384, 17668974-17669027, 17669292-17669336, 17669429-17669545, 17674904-17675032, 17675228-17675367, 17675521-17675769, 17688395-17688617, 17706276-17706386]
6	NHLRC1	18121418	18122605	[18121418-18122605]
6	TPMT	18130667	18149126	[18130667-18130779, 18132132-18132176, 18133803-18133888, 18138962-18139036, 18139664-18139716, 18143595-18143727, 18147822-18147914, 18148987-18149126]
6	ID4	19837754	19838627	[19837754-19838194, 19838583-19838627]
6	E2F3	20402232	20490429	[20402232-20402624, 20479845-20479956, 20481205-20481424, 20482761-20482919, 20486688-20486802, 20488112-20488247, 20490167-20490429]
6	CDKAL1	20546350	21231038	[20546350-20546522, 20548592-20548704, 20649292-20649376, 20739518-20739614, 20758594-20758642, 20781144-20781264, 20846074-20846177, 20955418-20955584, 21000226-21000371, 21065047-21065227, 21108400-21108462, 21198020-21198103, 21201109-21201273, 21230847-21231038]
6	SOX4	21594534	21595958	[21594534-21595958]
6	PRL	22287401	22296981	[22287401-22287592, 22290173-22290352, 22292537-22292644, 22294408-22294583, 22296954-22296981]
6	NRSN1	24134327	24145945	[24134327-24134515, 24145547-24145945]
6	DCDC2	24174729	24357749	[24174729-24174833, 24178329-24178631, 24205001-24205101, 24278048-24278210, 24288851-24288905, 24290931-24291077, 24301714-24301845, 24301967-24302043, 24353568-24353622, 24357457-24357749]
6	KAAG1	24357639	24357893	[24357639-24357893]
6	MRS2	24403046	24423693	[24403046-24403235, 24405167-24405240, 24408407-24408443, 24409460-24409572, 24412221-24412394, 24415032-24415162, 24416396-24416512, 24418083-24418235, 24418460-24418577, 24422936-24423049, 24423583-24423693]
6	GPLD1	24429031	24489510	[24429031-24429117, 24433186-24433236, 24433362-24433388, 24436575-24436735, 24437112-24437288, 24445545-24445638, 24445725-24445830, 24446837-24446978, 24447876-24448032, 24448133-24448207, 24449788-24449898, 24454014-24454200, 24456497-24456636, 24460278-24460398, 24462729-24462794, 24466679-24466818, 24466911-24466938, 24467166-24467273, 24472581-24472635, 24473618-24473666, 24475120-24475230, 24476180-24476277, 24479880-24479958, 24486074-24486129, 24489414-24489510]
6	GPLD1	-	-	-
6	ALDH5A1	24494996	24533711	[24494996-24495349, 24502522-24502605, 24503262-24503432, 24504868-24504984, 24515166-24515309, 24520400-24520543, 24522766-24522924, 24527996-24528165, 24532118-24532176, 24533506-24533711]
6	ALDH5A1	24494996	24533711	[24494996-24495349, 24502522-24502605, 24503262-24503432, 24504868-24504984, 24511829-24511867, 24515166-24515309, 24520400-24520543, 24522766-24522924, 24527996-24528165, 24532118-24532176, 24533506-24533711]
6	TDP2	24650787	24666861	[24650787-24651068, 24652982-24653152, 24654411-24654529, 24657811-24657902, 24658560-24658733, 24666525-24666610, 24666697-24666861]
6	ACOT13	24667263	24701614	[24667263-24667343, 24697882-24698066, 24701458-24701614]
6	C6orf62	24706136	24718667	[24706136-24706261, 24708776-24708910, 24714317-24714439, 24716147-24716323, 24718539-24718667]
6	GMNN	24777246	24785798	[24777246-24777296, 24780662-24780739, 24781476-24781620, 24784086-24784168, 24784443-24784553, 24785637-24785798]
6	SCGN	25652403	25701334	[25652403-25652484, 25653381-25653451, 25661551-25661643, 25664942-25665031, 25669510-25669566, 25669998-25670075, 25681950-25682005, 25689171-25689216, 25689472-25689531, 25691055-25691123, 25701206-25701334]
6	HIST1H2AA	25726131	25726526	[25726131-25726526]
6	HIST1H2BA	25726908	25727291	[25726908-25727291]
6	SLC17A4	25761962	25779187	[25761962-25762052, 25768984-25769189, 25770066-25770299, 25770383-25770470, 25770925-25771011, 25773274-25773392, 25773512-25773673, 25776594-25776726, 25776811-25776958, 25777925-25778015, 25779053-25779187]
6	SLC17A1	25798784	25830556	[25798784-25798918, 25800889-25800979, 25811397-25811544, 25811637-25811769, 25812830-25812991, 25813094-25813212, 25819067-25819153, 25819510-25819597, 25819681-25819914, 25826460-25826632, 25830523-25830556]
6	SLC17A3	25845381	25868386	[25845381-25845515, 25849373-25849463, 25849804-25849951, 25850047-25850176, 25850458-25850619, 25850758-25850876, 25855143-25855229, 25861623-25861710, 25862232-25862443, 25868296-25868386]
6	SLC17A2	25913294	25925795	[25913294-25913450, 25914579-25914669, 25915735-25915867, 25916684-25916845, 25916968-25917086, 25918486-25918572, 25921005-25921092, 25921178-25921411, 25923694-25923905, 25925768-25925795]
6	TRIM38	25966522	25983686	[25966522-25966932, 25969324-25969419, 25971868-25972098, 25973053-25973075, 25973172-25973284, 25983163-25983686]
6	HIST1H1A	26017084	26017731	[26017084-26017731]
6	HIST1H3A	26020489	26020899	[26020489-26020899]
6	HIST1H4A	26021678	26021989	[26021678-26021989]
6	HIST1H4B	26026940	26027251	[26026940-26027251]
6	HIST1H3B	26031649	26032059	[26031649-26032059]
6	HIST1H2AB	26033175	26033567	[26033175-26033567]
6	HIST1H2BB	26043276	26043656	[26043276-26043656]
6	HIST1H3C	26045410	26045820	[26045410-26045820]
6	HIST1H1C	26055786	26056427	[26055786-26056427]
6	HFE	26087440	26094225	[26087440-26087515, 26090840-26091103, 26091313-26091588, 26092684-26092959, 26093118-26093231, 26094185-26094225]
6	HFE	26087440	26094225	[26087440-26087515, 26090840-26091103, 26092684-26092959, 26093118-26093231, 26094185-26094225]
6	HFE	26087440	26094225	[26087440-26087515, 26091313-26091588, 26092684-26092959, 26093118-26093231, 26094185-26094225]
6	HFE	26087440	26094225	[26087440-26087515, 26092684-26092959, 26093118-26093231, 26094185-26094225]
6	HFE	26087440	26094225	[26087440-26087515, 26093118-26093231, 26094185-26094225]
6	HIST1H4C	26103947	26104258	[26103947-26104258]
6	HIST1H2BC	26123523	26123903	[26123523-26123903]
6	HIST1H2AC	26124232	26124624	[26124232-26124624]
6	HIST1H1E	26156390	26157049	[26156390-26157049]
6	HIST1H2BD	26158169	26158549	[26158169-26158549]
6	HIST1H2BE	26183795	26184175	[26183795-26184175]
6	HIST1H4D	26188764	26189075	[26188764-26189075]
6	HIST1H3D	26196839	26197249	[26196839-26197249]
6	HIST1H2AD	26198850	26199242	[26198850-26199242]
6	HIST1H2BF	26199558	26199938	[26199558-26199938]
6	HIST1H4E	26204644	26204955	[26204644-26204955]
6	HIST1H2BG	26216262	26216642	[26216262-26216642]
6	HIST1H2AE	26216974	26217366	[26216974-26217366]
6	HIST1H3E	26225154	26225564	[26225154-26225564]
6	HIST1H1D	26234267	26234932	[26234267-26234932]
6	HIST1H4F	26240425	26240736	[26240425-26240736]
6	HIST1H4G	26246680	26246976	[26246680-26246976]
6	HIST1H3F	26250194	26250604	[26250194-26250604]
6	HIST1H2BH	26251650	26252030	[26251650-26252030]
6	HIST1H3G	26270973	26271383	[26270973-26271383]
6	HIST1H2BI	26272975	26273355	[26272975-26273355]
6	HIST1H4H	26285187	26285498	[26285187-26285498]
6	BTN3A2	26368182	26374366	[26368182-26368266, 26368564-26368911, 26370321-26370602, 26372896-26373096, 26373275-26373295, 26373386-26373412, 26374326-26374366]
6	BTN2A2	26383821	26392966	[26383821-26383914, 26385014-26385361, 26388012-26388293, 26390004-26390210, 26390686-26390706, 26390802-26390828, 26392374-26392966]
6	BTN2A2	26383821	26392966	[26383821-26383914, 26388012-26388293, 26390004-26390210, 26390686-26390706, 26390802-26390828, 26392374-26392966]
6	BTN3A1	26405563	26413691	[26405563-26405647, 26405908-26406255, 26407670-26407951, 26409532-26409732, 26409893-26409913, 26410005-26410031, 26411108-26411134, 26411554-26411580, 26413168-26413691]
6	BTN3A1	26405563	26412744	[26405563-26405647, 26405908-26406255, 26407670-26407951, 26409532-26409732, 26409893-26409913, 26410005-26410031, 26411108-26411134, 26411554-26411580, 26412704-26412744]
6	BTN2A3P	26530325	26539821	[26530325-26530403, 26531139-26531483, 26534448-26534729, 26536077-26536201, 26536928-26536991, 26538956-26539821]
6	BTN3A3	26443574	26452410	[26443574-26443658, 26443956-26444303, 26445703-26445984, 26448247-26448447, 26448616-26448636, 26448727-26448753, 26449661-26449687, 26450106-26450132, 26451674-26452410]
6	BTN3A3	26443997	26452410	[26443997-26444303, 26445703-26445984, 26448247-26448447, 26448727-26448753, 26449661-26449687, 26450106-26450132, 26451674-26452410]
6	BTN2A1	26458636	26468548	[26458636-26458717, 26459480-26459827, 26463243-26463524, 26465184-26465405, 26465952-26465972, 26466061-26466087, 26467947-26468548]
6	BTN1A1	26501286	26509173	[26501286-26501364, 26501589-26501936, 26504924-26505205, 26506682-26506831, 26507949-26507969, 26508060-26508086, 26508500-26509173]
6	HMGN4	26545206	26545478	[26545206-26545478]
6	ABT1	26596982	26598644	[26596982-26597222, 26597913-26598109, 26598264-26598644]
6	ZNF322	26637344	26638552	[26637344-26638552]
6	HIST1H2BJ	27132369	27132749	[27132369-27132749]
6	HIST1H2AG	27133071	27133463	[27133071-27133463]
6	HIST1H4I	27139308	27139619	[27139308-27139619]
6	HIST1H2BK	27146417	27146797	[27146417-27146797]
6	HIST1H2AH	27147128	27147514	[27147128-27147514]
6	PRSS16	27247737	27255314	[27247737-27247806, 27247881-27248047, 27248846-27248945, 27249099-27249228, 27250682-27250805, 27251041-27251118, 27251216-27251263, 27251749-27252039, 27252807-27252948, 27254692-27254871, 27254985-27255130, 27255246-27255314]
6	ZNF184	27451302	27472293	[27451302-27453259, 27456825-27456920, 27457282-27457408, 27467852-27467919, 27472287-27472293]
6	HIST1H2BL	27807525	27807905	[27807525-27807905]
6	HIST1H2AI	27808209	27808601	[27808209-27808601]
6	HIST1H3H	27810073	27810483	[27810073-27810483]
6	HIST1H2AJ	27814353	27814739	[27814353-27814739]
6	HIST1H2BM	27815043	27815423	[27815043-27815423]
6	HIST1H4J	27824124	27824435	[27824124-27824435]
6	HIST1H4K	27831215	27831526	[27831215-27831526]
6	HIST1H2AK	27837946	27838338	[27837946-27838338]
6	HIST1H2BN	27838661	27839041	[27838661-27839041]
6	HIST1H2AL	27865354	27865746	[27865354-27865746]
6	HIST1H1B	27866848	27867528	[27866848-27867528]
6	HIST1H3I	27871904	27872314	[27871904-27872314]
6	HIST1H4L	27873198	27873509	[27873198-27873509]
6	HIST1H3J	27890381	27890791	[27890381-27890791]
6	HIST1H2AM	27892756	27893148	[27892756-27893148]
6	HIST1H2BO	27893462	27893842	[27893462-27893842]
6	OR2B2	27911245	27912318	[27911245-27912318]
6	OR2B6	27957240	27958181	[27957240-27958181]
6	ZNF165	28085480	28089469	[28085480-28085890, 28086171-28086309, 28088562-28089469]
6	ZSCAN16	28125443	28129949	[28125443-28125829, 28126782-28126920, 28129429-28129949]
6	ZKSCAN8	28148407	28154016	[28148407-28148823, 28149482-28149623, 28151844-28151935, 28152260-28152383, 28153055-28154016]
6	ZSCAN9	28227084	28233177	[28227084-28227503, 28227689-28227836, 28232561-28233177]
6	ZKSCAN4	28245115	28251979	[28245115-28245974, 28246968-28247091, 28248066-28248148, 28249686-28249833, 28251557-28251979]
6	PGBD1	28283813	28302283	[28283813-28284208, 28285550-28285706, 28287079-28287167, 28296815-28296944, 28297894-28297990, 28300723-28302283]
6	ZSCAN31	28326165	28329682	[28326165-28326853, 28327382-28327532, 28329302-28329682]
6	ZKSCAN3	28359586	28366284	[28359586-28359987, 28361323-28361470, 28363302-28363384, 28363691-28363814, 28365425-28366284]
6	ZSCAN12	28458244	28474160	[28458244-28458364, 28466351-28467497, 28468657-28468801, 28473759-28474160]
6	GPX5	28526013	28534166	[28526013-28526099, 28529450-28529603, 28531777-28531894, 28532320-28532419, 28533960-28534166]
6	GPX5	28526013	28532381	[28526013-28526099, 28529450-28529603, 28532320-28532381]
6	TRIM27	28904069	28923631	[28904069-28904664, 28907235-28907261, 28908807-28908839, 28908972-28909087, 28911695-28911717, 28920011-28920241, 28921891-28921986, 28923212-28923631]
6	TRIM27	28980010	28999387	[28980010-28980028, 28980309-28980420, 28982991-28983017, 28984563-28984595, 28984728-28984843, 28987451-28987473, 28995767-28995997, 28997647-28997742, 28998968-28999387]
6	OR2W1	29044212	29045174	[29044212-29045174]
6	OR5V1	29355229	29356194	[29355229-29356194]
6	OR12D3	29374336	29375286	[29374336-29375286]
6	OR12D2	29396699	29397622	[29396699-29397622]
6	OR2H1	29461769	29462719	[29461769-29462719]
6	MAS1L	29486765	29487901	[29486765-29487901]
6	UBD	29555879	29559700	[29555879-29556349, 29559674-29559700]
6	GABBR1	29603542	29632384	[29603542-29603715, 29604493-29604636, 29604859-29604987, 29605568-29605695, 29606390-29606483, 29606896-29607003, 29607101-29607217, 29608600-29608732, 29609228-29609378, 29610923-29611000, 29612550-29612613, 29613242-29613484, 29621100-29621291, 29621751-29621816, 29622103-29622204, 29623304-29623474, 29623889-29624023, 29627485-29627645, 29629086-29629106, 29630457-29630642, 29631395-29631598, 29632300-29632384]
6	GABBR1	29603542	29632384	[29603542-29603715, 29604493-29604636, 29604859-29604987, 29605568-29605695, 29606390-29606483, 29606896-29607003, 29607101-29607217, 29608600-29608732, 29609228-29609378, 29610923-29611000, 29612550-29612613, 29613242-29613484, 29621100-29621291, 29621751-29621816, 29622103-29622204, 29623304-29623474, 29623889-29624023, 29627485-29627645, 29629086-29629106, 29631395-29631598, 29632300-29632384]
6	GABBR1	29603542	29627790	[29603542-29603715, 29604493-29604636, 29604859-29604987, 29605568-29605695, 29606390-29606483, 29606896-29607003, 29607101-29607217, 29608600-29608732, 29609228-29609378, 29610923-29611000, 29612550-29612613, 29613242-29613484, 29621100-29621291, 29621751-29621816, 29622103-29622204, 29623304-29623474, 29623889-29624023, 29627485-29627790]
6	GABBR1	29684460	29708140	[29684460-29684488, 29686679-29686756, 29688306-29688369, 29688998-29689240, 29696856-29697047, 29697507-29697572, 29697859-29697960, 29699060-29699230, 29699645-29699779, 29703241-29703401, 29704842-29704862, 29706213-29706398, 29707151-29707354, 29708056-29708140]
6	MOG	29657209	29671449	[29657209-29657296, 29659318-29659665, 29666151-29666264, 29667642-29667662, 29667903-29667923, 29670280-29670396, 29670700-29670720, 29671421-29671449]
6	HLA-G	29827844	29830381	[29827844-29827916, 29828046-29828315, 29828542-29828817, 29829417-29829692, 29829815-29829931, 29830377-29830381]
6	HCG9	30050907	30051140	[30050907-30051140]
6	ZNRD1	30061524	30064696	[30061524-30061668, 30061916-30062016, 30062223-30062332, 30064672-30064696]
6	PPP1R11	30067410	30069305	[30067410-30067478, 30068589-30068697, 30069103-30069305]
6	PPP1R11	-	-	-
6	RNF39	30071110	30075788	[30071110-30071690, 30073156-30073247, 30073455-30073477, 30075222-30075788]
6	RNF39	30071110	30075788	[30071110-30071199, 30071398-30071690, 30073156-30073247, 30073455-30073477, 30075222-30075788]
6	TRIM40	30137036	30147811	[30137036-30137380, 30145993-30146088, 30147071-30147208, 30147519-30147541, 30147724-30147811]
6	TRIM10	30153687	30160857	[30153687-30153770, 30154310-30154485, 30155726-30155758, 30156938-30157053, 30157368-30157390, 30158398-30158628, 30159149-30159244, 30160429-30160857]
6	TRIM15	30163684	30172348	[30163684-30164064, 30167175-30167270, 30168299-30168529, 30169240-30169262, 30170500-30170615, 30170975-30171007, 30171831-30172348]
6	TRIM26	30185875	30199102	[30185875-30186557, 30189166-30189198, 30189417-30189532, 30190012-30190034, 30196515-30196745, 30198428-30198523, 30198665-30199102]
6	RPP21	30345171	30346809	[30345171-30345227, 30345297-30345397, 30345490-30345572, 30346431-30346556, 30346712-30346809]
6	GNL1	30546071	30556202	[30546071-30546312, 30546695-30546835, 30547111-30547273, 30547351-30547529, 30552466-30552660, 30553083-30553178, 30553349-30553556, 30554574-30554645, 30554763-30554914, 30555054-30555190, 30555554-30555719, 30556130-30556202]
6	PPP1R10	30601548	30609943	[30601548-30601657, 30601935-30602690, 30602845-30602958, 30603209-30603284, 30603471-30603665, 30603779-30603842, 30604007-30604253, 30604352-30604510, 30604587-30604734, 30604993-30605093, 30605922-30606034, 30606137-30606242, 30606467-30606640, 30606778-30606855, 30607839-30607890, 30608778-30608913, 30609076-30609162, 30609837-30609943]
6	MRPS18B	30617865	30625796	[30617865-30617942, 30619492-30619600, 30619708-30619805, 30619920-30619988, 30622831-30622897, 30624882-30624941, 30625501-30625796]
6	ATAT1	30626885	30643561	[30626885-30626991, 30627459-30627519, 30627635-30627726, 30627850-30627910, 30628031-30628144, 30628328-30628429, 30640376-30640421, 30640534-30640602, 30642175-30642246, 30642767-30643010, 30643528-30643561]
